genotype,days_to_heading_BLUE,plant_height_BLUE
C0104539,NA,NA
C0104540,NA,NA
C0104541,NA,NA
C0104542,NA,NA
C0104543,NA,NA
C0104544,NA,NA
C0104545,NA,NA
C0104546,NA,NA
C0104547,NA,NA
C0104548,NA,NA
C0104549,NA,NA
C0104550,NA,NA
C0104551,NA,NA
C0104552,NA,NA
C0104553,NA,NA
C0104554,NA,NA
C0104555,NA,NA
C0104556,NA,NA
C0104557,NA,NA
C0104558,NA,NA
C0104559,NA,NA
C0104560,NA,NA
C0104562,NA,NA
C0104563,NA,NA
C0104564,NA,NA
C0104565,NA,NA
C0104566,NA,NA
C0104567,NA,NA
C0104568,NA,NA
C0104569,NA,NA
C0104570,NA,NA
C0104571,NA,NA
C0104572,NA,NA
C0104573,NA,NA
C0104574,NA,NA
C0104575,NA,NA
C0104576,NA,NA
C0104577,NA,NA
C0104578,NA,NA
C0104579,NA,NA
C0104580,NA,NA
C0104581,NA,NA
C0104582,NA,NA
C0104583,NA,NA
C0104584,NA,NA
C0104585,NA,NA
C0104586,NA,NA
C0104591,NA,NA
C0104592,NA,NA
C0104593,NA,NA
C0104594,NA,NA
C0104595,NA,NA
C0104596,NA,NA
C0104597,NA,NA
C0104598,NA,NA
C0104599,NA,NA
C0104600,NA,NA
C0104601,NA,NA
C0104602,NA,NA
C0104603,NA,NA
C0104604,NA,NA
C0104605,NA,NA
C0104606,NA,NA
C0104607,NA,NA
C0104608,NA,NA
C0104609,NA,NA
C0104610,NA,NA
C0104611,NA,NA
C0104612,NA,NA
C0104613,NA,NA
C0104614,NA,NA
C0104615,NA,NA
C0104616,NA,NA
C0104617,NA,NA
C0104618,NA,NA
C0104619,NA,NA
C0104620,NA,NA
C0104621,NA,NA
C0104622,NA,NA
C0104623,NA,NA
C0104624,NA,NA
C0104625,NA,NA
C0104626,NA,NA
C0104627,NA,NA
C0104628,NA,NA
C0104629,NA,NA
C0104630,NA,NA
C0104631,NA,NA
C0104632,NA,NA
C0104633,NA,NA
C0104634,NA,NA
C0104635,NA,NA
C0104636,NA,NA
C0104637,NA,NA
C0104638,NA,NA
C0104639,NA,NA
C0104640,NA,NA
C0104641,NA,NA
C0104642,NA,NA
C0104643,NA,NA
C0104644,NA,NA
C0104645,NA,NA
C0104646,NA,NA
C0104647,NA,NA
C0104648,NA,NA
C0104649,NA,NA
C0104650,NA,NA
C0104652,NA,NA
C0104653,NA,NA
C0104654,NA,NA
C0104655,NA,NA
C0104656,NA,NA
C0104657,NA,NA
C0104658,NA,NA
C0104659,NA,NA
C0104660,NA,NA
C0104661,NA,NA
C0104662,NA,NA
C0104664,NA,NA
C0104665,NA,NA
C0104666,NA,NA
C0104667,NA,NA
C0104668,NA,NA
C0104669,NA,NA
C0104670,NA,NA
C0104671,NA,NA
C0104672,NA,NA
C0104673,NA,NA
C0104674,NA,NA
C0104675,NA,NA
C0104676,NA,NA
C0104677,NA,NA
C0104682,NA,NA
C0104683,NA,NA
C0104684,NA,NA
C0104686,NA,NA
C0104687,NA,NA
C0104688,NA,NA
C0104689,NA,NA
C0104690,NA,NA
C0104691,NA,NA
C0104694,NA,NA
C0104697,NA,NA
C0104698,NA,NA
C0104699,NA,NA
C0104700,NA,NA
C0104701,NA,NA
C0104703,228.68,108.07
C0104704,NA,NA
C0104705,NA,NA
C0104706,NA,NA
C0104709,NA,NA
C0104710,NA,NA
C0104711,NA,NA
C0104712,NA,NA
C0104713,NA,NA
C0104714,NA,NA
C0104715,NA,NA
C0104716,NA,NA
C0104717,NA,NA
C0104718,NA,NA
C0104719,NA,NA
C0104720,NA,NA
C0104721,NA,NA
C0104722,NA,NA
C0104723,NA,NA
C0104724,NA,NA
C0104725,NA,NA
C0104726,NA,NA
C0104727,NA,NA
C0104728,NA,NA
C0104729,NA,NA
C0104730,NA,NA
C0104731,NA,NA
C0104732,NA,NA
C0104733,NA,NA
C0104734,NA,NA
C0104735,NA,NA
C0104736,NA,NA
C0104737,NA,NA
C0104738,NA,NA
C0104739,NA,NA
C0104740,NA,NA
C0104741,NA,NA
C0104742,NA,NA
C0104743,NA,NA
C0104744,NA,NA
C0104745,NA,NA
C0104746,NA,NA
C0104747,NA,NA
C0104748,NA,NA
C0104749,NA,NA
C0104750,NA,NA
C0104751,NA,NA
C0104752,NA,NA
C0104753,NA,NA
C0104754,NA,NA
C0104755,NA,NA
C0104756,NA,NA
C0104757,NA,NA
C0104758,NA,NA
C0104759,NA,NA
C0104760,NA,NA
C0104761,NA,NA
C0104762,NA,NA
C0104763,NA,NA
C0104764,NA,NA
C0104766,NA,NA
C0104767,NA,NA
C0104768,NA,NA
C0104769,NA,NA
C0104770,NA,NA
C0104771,NA,NA
C0104772,NA,NA
C0104773,NA,NA
C0104774,NA,NA
C0104775,NA,NA
C0104776,NA,NA
C0104777,NA,NA
C0104778,NA,NA
C0104779,NA,NA
C0104780,NA,NA
C0104781,NA,NA
C0104782,NA,NA
C0104783,NA,NA
C0104784,NA,NA
C0104785,NA,NA
C0104786,NA,NA
C0104787,NA,NA
C0104788,NA,NA
C0104789,NA,NA
C0104790,NA,NA
C0104791,NA,NA
C0104792,227.24,NA
C0104793,NA,NA
C0104794,NA,NA
C0104795,NA,NA
C0104796,NA,NA
C0104797,NA,NA
C0104798,NA,NA
C0104799,NA,NA
C0104800,NA,NA
C0104801,NA,NA
C0104802,NA,NA
C0104803,NA,NA
C0104804,NA,NA
C0104805,NA,NA
C0104806,NA,NA
C0104807,NA,NA
C0104808,NA,NA
C0104809,NA,NA
C0104810,NA,NA
C0104811,NA,NA
C0104812,NA,NA
C0104813,NA,NA
C0104814,NA,NA
C0104815,NA,NA
C0104816,NA,NA
C0104817,NA,NA
C0104819,NA,NA
C0104820,NA,NA
C0104821,NA,NA
C0104822,NA,NA
C0104823,NA,NA
C0104824,225.57,100.41
C0104825,222.2,101.41
C0104826,NA,NA
C0104827,NA,NA
C0104828,NA,NA
C0104830,NA,NA
C0104832,NA,NA
C0104833,NA,NA
C0104834,NA,NA
C0104835,NA,NA
C0104836,NA,NA
C0104837,NA,NA
C0104838,NA,NA
C0104839,NA,NA
C0104840,NA,NA
C0104841,NA,NA
C0104842,NA,NA
C0104843,NA,NA
C0104845,NA,NA
C0104846,NA,NA
C0104847,NA,NA
C0104848,NA,NA
C0104849,NA,NA
C0104850,NA,NA
C0104851,NA,NA
C0104852,NA,NA
C0104853,NA,NA
C0104854,NA,NA
C0104855,NA,NA
C0104856,NA,NA
C0104857,NA,NA
C0104858,NA,NA
C0104859,NA,NA
C0104860,NA,NA
C0104861,NA,NA
C0104862,NA,NA
C0104864,NA,NA
C0104865,NA,NA
C0104868,NA,NA
C0104869,NA,NA
C0104870,NA,NA
C0104871,NA,NA
C0104872,NA,NA
C0104873,NA,NA
C0104874,NA,NA
C0104875,NA,NA
C0104876,NA,NA
C0104877,NA,NA
C0104878,NA,NA
C0104879,NA,NA
C0104880,NA,NA
C0104881,NA,NA
C0104882,NA,NA
C0104883,NA,NA
C0104884,NA,NA
C0104885,NA,NA
C0104886,NA,NA
C0104887,NA,NA
C0104889,NA,NA
C0104890,NA,NA
C0104891,NA,NA
C0104892,NA,NA
C0104893,NA,NA
C0104898,NA,NA
C0104899,NA,NA
C0104900,NA,NA
C0104901,NA,NA
C0104902,NA,NA
C0104903,NA,NA
C0104904,NA,NA
C0104905,NA,NA
C0104906,NA,NA
C0104907,NA,NA
C0104908,NA,NA
C0104909,NA,NA
C0104910,NA,NA
C0104912,NA,NA
C0104913,NA,NA
C0104914,NA,NA
C0104915,226,93.92
C0104917,NA,NA
C0104918,NA,NA
C0104919,NA,NA
C0104920,NA,NA
C0104921,NA,NA
C0104922,NA,NA
C0104923,NA,88.76
C0104924,NA,NA
C0104925,222.38,84.87
C0104926,223.51,90.04
C0104927,NA,NA
C0104928,227.06,90.65
C0104929,222.49,83.97
C0104931,NA,NA
C0104932,224.14,90.2
C0104933,225.63,88.18
C0104934,226.4,83.88
C0104935,NA,NA
C0104936,NA,NA
C0104937,NA,NA
C0104938,NA,NA
C0104939,NA,NA
C0104940,NA,NA
C0104941,NA,NA
C0104943,NA,NA
C0104944,NA,NA
C0104945,NA,NA
C0104946,NA,NA
C0104947,NA,NA
C0104948,NA,NA
C0104949,NA,NA
C0104950,NA,NA
C0104951,NA,NA
C0104952,NA,NA
C0104954,NA,NA
C0104956,NA,NA
C0104957,NA,NA
C0104958,NA,NA
C0104959,NA,NA
C0104960,NA,NA
C0104961,NA,NA
C0104962,NA,NA
C0104963,NA,NA
C0104964,NA,NA
C0104965,NA,NA
C0104966,NA,NA
C0104967,NA,NA
C0104968,NA,NA
C0104969,NA,NA
C0104970,NA,NA
C0104971,NA,NA
C0104972,NA,NA
C0104973,NA,NA
C0104974,NA,NA
C0104975,NA,NA
C0104976,NA,NA
C0104977,NA,NA
C0104978,NA,NA
C0104979,NA,NA
C0104980,NA,NA
C0104982,NA,NA
C0104983,NA,NA
C0104984,NA,NA
C0104985,NA,NA
C0104988,NA,NA
C0104989,NA,NA
C0104990,NA,NA
C0104991,NA,NA
C0104992,NA,NA
C0104993,NA,NA
C0104994,NA,NA
C0104995,NA,NA
C0104997,NA,NA
C0104998,NA,NA
C0104999,NA,NA
C0105000,NA,NA
C0105001,NA,NA
C0105002,NA,NA
C0105003,NA,NA
C0105004,NA,NA
C0105006,NA,NA
C0105007,NA,NA
C0105008,NA,NA
C0105009,NA,NA
C0105010,NA,NA
C0105011,NA,NA
C0105012,NA,NA
C0105013,NA,NA
C0105014,NA,NA
C0105015,NA,NA
C0105016,NA,NA
C0105017,NA,NA
C0105019,NA,NA
C0105020,NA,NA
C0105021,NA,NA
C0105022,NA,NA
C0105023,NA,NA
C0105024,NA,NA
C0105026,NA,NA
C0105027,NA,NA
C0105028,NA,NA
C0105029,NA,NA
C0105030,221.61,77.7
C0105031,NA,NA
C0105032,NA,NA
C0105033,NA,NA
C0105035,NA,NA
C0105036,NA,NA
C0105037,NA,NA
C0105039,NA,NA
C0105040,NA,NA
C0105042,NA,NA
C0105043,NA,NA
C0105044,NA,NA
C0105045,NA,NA
C0105046,NA,NA
C0105047,NA,NA
C0105048,NA,NA
C0105049,NA,NA
C0105051,NA,NA
C0105052,NA,NA
C0105053,NA,NA
C0105054,NA,NA
C0105055,NA,NA
C0105056,NA,NA
C0105057,NA,NA
C0105058,NA,NA
C0105060,NA,NA
C0105061,NA,NA
C0105062,NA,NA
C0105063,NA,NA
C0105064,NA,NA
C0105065,NA,NA
C0105066,NA,NA
C0105067,NA,NA
C0105068,NA,NA
C0105069,NA,NA
C0105070,NA,NA
C0105071,NA,NA
C0105073,NA,NA
C0105074,NA,NA
C0105075,NA,NA
C0105076,NA,NA
C0105077,NA,NA
C0105078,NA,NA
C0105079,NA,NA
C0105080,NA,NA
C0105081,NA,NA
C0105082,NA,NA
C0105083,NA,NA
C0105084,NA,NA
C0105085,NA,NA
C0105086,NA,NA
C0105087,NA,NA
C0105088,NA,NA
C0105089,NA,NA
C0105090,NA,NA
C0105091,NA,NA
C0105092,NA,NA
C0105093,NA,NA
C0105094,NA,NA
C0105095,NA,NA
C0105096,NA,NA
C0105097,NA,NA
C0105098,NA,NA
C0105099,NA,NA
C0105100,NA,NA
C0105101,NA,NA
C0105102,NA,NA
C0105103,NA,NA
C0105104,NA,NA
C0105105,NA,NA
C0105106,NA,NA
C0105107,NA,NA
C0105108,NA,NA
C0105109,NA,NA
C0105110,NA,NA
C0105111,NA,NA
C0105112,NA,NA
C0105113,NA,NA
C0105114,NA,NA
C0105115,NA,NA
C0105116,NA,NA
C0105117,NA,NA
C0105118,NA,NA
C0105119,NA,NA
C0105120,NA,NA
C0105121,NA,NA
C0105122,NA,NA
C0105123,NA,NA
C0105124,NA,NA
C0105125,NA,NA
C0105126,NA,NA
C0105127,NA,NA
C0105128,NA,NA
C0105129,NA,NA
C0105191,NA,NA
C0105192,NA,NA
C0105193,NA,NA
C0105194,NA,NA
C0105195,NA,NA
C0105196,NA,NA
C0105197,NA,NA
C0105198,NA,NA
C0105199,NA,NA
C0105200,NA,NA
C0105201,NA,NA
C0105202,NA,NA
C0105203,NA,NA
C0105204,NA,NA
C0105205,NA,NA
C0105206,NA,NA
C0105207,NA,NA
C0105208,NA,NA
C0105209,NA,NA
C0105210,NA,NA
C0105211,NA,NA
C0105212,NA,NA
C0105213,NA,NA
C0105214,NA,NA
C0105215,NA,NA
C0105216,NA,NA
C0105217,NA,NA
C0105218,NA,NA
C0105219,NA,NA
C0105220,NA,NA
C0105221,NA,NA
C0105222,NA,NA
C0105223,NA,NA
C0105224,NA,NA
C0105225,NA,NA
C0105226,NA,NA
C0105227,NA,NA
C0105228,NA,NA
C0105229,NA,NA
C0105230,NA,NA
C0105231,NA,NA
C0105232,NA,NA
C0105233,NA,NA
C0105234,NA,NA
C0105235,NA,NA
C0105236,NA,NA
C0105237,NA,NA
C0105238,NA,NA
C0105239,NA,NA
C0105240,NA,NA
C0105241,NA,NA
C0105242,NA,NA
C0105243,NA,NA
C0105244,NA,NA
C0105245,NA,NA
C0105246,NA,NA
C0105247,NA,NA
C0105248,NA,NA
C0105249,NA,NA
C0105250,NA,NA
C0105251,NA,NA
C0105252,NA,NA
C0105253,NA,NA
C0105254,NA,NA
C0105255,NA,NA
C0105256,NA,NA
C0105257,NA,NA
C0105258,NA,NA
C0105259,NA,NA
C0105260,NA,NA
C0105261,NA,NA
C0105262,NA,NA
C0105263,NA,NA
C0105264,NA,NA
C0105265,NA,NA
C0105266,NA,NA
C0105267,NA,NA
C0105268,NA,NA
C0105269,NA,NA
C0105270,NA,NA
C0105271,NA,NA
C0105301,NA,NA
C0105302,NA,NA
C0105303,NA,NA
C0105304,NA,NA
C0105314,NA,NA
C0105319,NA,NA
C0105320,NA,NA
C0105321,NA,NA
C0105327,NA,NA
C0105328,NA,NA
C0105329,NA,NA
C0105330,NA,NA
C0105332,NA,NA
C0105333,NA,NA
C0105334,NA,NA
C0105335,NA,NA
C0105336,NA,NA
C0105339,NA,NA
C0105340,NA,NA
C0105344,NA,NA
C0105345,NA,NA
C0105364,NA,NA
C0105373,NA,NA
C0105378,NA,NA
C0105382,NA,NA
C0105383,NA,NA
C0105386,NA,NA
C0105387,NA,NA
C0105389,NA,NA
C0105391,NA,NA
C0105392,NA,NA
C0105393,NA,93.26
C0105394,NA,NA
C0105395,NA,NA
C0105396,NA,NA
C0105397,NA,NA
C0105398,NA,NA
C0105400,NA,NA
C0105401,NA,NA
C0105402,NA,NA
C0105403,NA,NA
C0105404,NA,NA
C0105407,NA,NA
C0105408,NA,NA
C0105411,NA,NA
C0105412,NA,NA
C0105413,NA,NA
C0105415,NA,NA
C0105416,NA,NA
C0105418,NA,NA
C0105419,NA,NA
C0105420,NA,NA
C0105421,NA,NA
C0105422,NA,NA
C0105423,NA,NA
C0105424,232.86,93.32
C0105425,NA,NA
C0105426,NA,NA
C0105427,NA,NA
C0105428,NA,NA
C0105429,NA,NA
C0105430,NA,NA
C0105431,NA,NA
C0105432,NA,NA
C0105433,NA,NA
C0105434,NA,NA
C0105435,NA,NA
C0105436,NA,NA
C0105437,NA,NA
C0105438,NA,NA
C0105439,NA,NA
C0105440,NA,NA
C0105441,NA,NA
C0105442,NA,NA
C0105443,NA,NA
C0105444,NA,NA
C0105445,NA,NA
C0105446,NA,NA
C0105448,NA,NA
C0105449,NA,NA
C0105450,NA,NA
C0105451,NA,NA
C0105452,NA,NA
C0105454,NA,NA
C0105455,NA,NA
C0105456,NA,NA
C0105457,NA,NA
C0105458,NA,NA
C0105461,NA,NA
C0105462,NA,NA
C0105463,NA,NA
C0105464,NA,NA
C0105465,NA,NA
C0105466,NA,NA
C0105467,NA,NA
C0105468,NA,NA
C0105469,NA,NA
C0105470,NA,NA
C0105471,NA,NA
C0105472,NA,NA
C0105473,NA,NA
C0105474,NA,NA
C0105475,NA,NA
C0105476,NA,NA
C0105477,NA,NA
C0105478,NA,NA
C0105479,NA,NA
C0105480,NA,NA
C0105481,NA,NA
C0105482,NA,NA
C0105483,NA,NA
C0105484,NA,NA
C0105485,NA,NA
C0105486,NA,NA
C0105487,NA,NA
C0105488,NA,NA
C0105489,NA,NA
C0105490,NA,NA
C0105491,NA,NA
C0105492,NA,NA
C0105493,NA,NA
C0105494,NA,NA
C0105495,NA,NA
C0105496,NA,NA
C0105497,NA,NA
C0105498,NA,NA
C0105499,NA,NA
C0105500,NA,NA
C0105501,NA,NA
C0105502,NA,NA
C0105503,NA,NA
C0105504,NA,NA
C0105505,NA,NA
C0105506,NA,NA
C0105507,NA,NA
C0105508,NA,NA
C0105509,NA,NA
C0105510,NA,NA
C0105511,NA,NA
C0105512,NA,NA
C0105513,NA,NA
C0105514,NA,NA
C0105515,NA,NA
C0105516,NA,NA
C0105517,NA,NA
C0105518,NA,NA
C0105519,NA,NA
C0105520,NA,NA
C0105521,NA,NA
C0105522,NA,NA
C0105523,NA,NA
C0105524,NA,NA
C0105525,NA,NA
C0105526,NA,NA
C0105527,NA,NA
C0105528,NA,NA
C0105529,NA,NA
C0105530,NA,NA
C0105531,NA,NA
C0105532,NA,NA
C0105533,NA,NA
C0105534,NA,NA
C0105535,NA,NA
C0105536,NA,NA
C0105537,NA,NA
C0105538,NA,NA
C0105539,NA,NA
C0105540,NA,NA
C0105541,NA,NA
C0105542,NA,NA
C0105543,NA,NA
C0105544,NA,NA
C0105545,NA,NA
C0105546,NA,NA
C0105547,NA,NA
C0105548,NA,NA
C0105549,NA,NA
C0105550,NA,NA
C0105551,NA,NA
C0105552,NA,NA
C0105553,NA,NA
C0105554,NA,NA
C0105555,NA,NA
C0105556,NA,NA
C0105557,NA,NA
C0105558,NA,NA
C0105559,NA,NA
C0105560,NA,NA
C0105561,NA,NA
C0105562,NA,NA
C0105563,NA,NA
C0105564,NA,NA
C0105565,NA,NA
C0105566,NA,NA
C0105568,NA,NA
C0105569,NA,NA
C0105570,NA,NA
C0105571,NA,NA
C0105572,NA,NA
C0105573,NA,NA
C0105574,NA,NA
C0105575,NA,NA
C0105576,NA,NA
C0105577,NA,NA
C0105578,NA,NA
C0105579,NA,NA
C0105580,NA,NA
C0105581,NA,NA
C0105583,NA,NA
C0105584,NA,NA
C0105585,NA,NA
C0105586,NA,NA
C0105587,NA,NA
C0105588,NA,NA
C0105589,NA,NA
C0105590,NA,NA
C0105591,NA,NA
C0105592,NA,NA
C0105593,NA,NA
C0105595,NA,NA
C0105596,NA,NA
C0105597,NA,NA
C0105598,NA,NA
C0105599,NA,NA
C0105600,NA,NA
C0105601,NA,NA
C0105602,NA,NA
C0105603,NA,NA
C0105605,NA,NA
C0105606,NA,NA
C0105607,NA,NA
C0105608,NA,NA
C0105609,NA,NA
C0105610,NA,NA
C0105611,NA,NA
C0105612,NA,NA
C0105613,NA,NA
C0105614,NA,NA
C0105615,NA,NA
C0105616,NA,NA
C0105617,NA,NA
C0105618,NA,NA
C0105619,NA,NA
C0105620,NA,NA
C0105621,NA,NA
C0105625,NA,NA
C0105626,NA,NA
C0105627,NA,NA
C0105628,NA,NA
C0105629,NA,NA
C0105630,NA,NA
C0105631,NA,NA
C0105632,NA,NA
C0105633,NA,NA
C0105634,NA,NA
C0105635,NA,NA
C0105636,NA,NA
C0105637,NA,NA
C0105638,NA,NA
C0105639,NA,NA
C0105640,NA,NA
C0105641,NA,NA
C0105642,NA,NA
C0105643,NA,NA
C0105644,NA,NA
C0105645,NA,NA
C0105646,NA,NA
C0105647,NA,NA
C0105648,NA,NA
C0105649,NA,NA
C0105650,NA,NA
C0105651,NA,NA
C0105652,NA,NA
C0105653,NA,NA
C0105654,NA,NA
C0105655,NA,NA
C0105656,NA,NA
C0105657,NA,NA
C0105658,NA,NA
C0105659,NA,NA
C0105660,NA,NA
C0105661,NA,NA
C0105662,NA,NA
C0105663,NA,NA
C0105664,NA,NA
C0105665,NA,NA
C0105666,NA,NA
C0105667,NA,NA
C0105668,NA,NA
C0105669,NA,NA
C0105670,NA,NA
C0105671,NA,NA
C0105672,NA,NA
C0105673,NA,NA
C0105674,NA,NA
C0105675,NA,NA
C0105676,NA,NA
C0105677,NA,NA
C0105678,NA,NA
C0105679,NA,NA
C0105680,NA,NA
C0105681,NA,NA
C0105682,NA,NA
C0105683,NA,NA
C0105684,NA,NA
C0105685,NA,NA
C0105686,NA,NA
C0105687,NA,NA
C0105688,NA,NA
C0105689,NA,NA
C0105690,NA,NA
C0105691,NA,NA
C0105692,NA,NA
C0105693,NA,NA
C0105694,NA,NA
C0105695,NA,NA
C0105696,NA,NA
C0105697,NA,NA
C0105698,NA,NA
C0105699,NA,NA
C0105700,NA,NA
C0105701,NA,NA
C0105702,NA,NA
C0105703,NA,NA
C0105704,NA,NA
C0105705,NA,NA
C0105706,NA,NA
C0105707,NA,NA
C0105708,NA,NA
C0105709,NA,NA
C0105710,NA,NA
C0105711,NA,NA
C0105712,NA,NA
C0105713,NA,NA
C0105714,NA,NA
C0105715,NA,NA
C0105716,NA,NA
C0105717,NA,NA
C0105718,NA,NA
C0105719,NA,NA
C0105720,NA,NA
C0105721,NA,NA
C0105722,NA,NA
C0105723,NA,NA
C0105724,NA,NA
C0105725,NA,NA
C0105726,NA,NA
C0105727,NA,NA
C0105728,NA,NA
C0105729,NA,NA
C0105730,NA,NA
C0105731,NA,NA
C0105732,NA,NA
C0105733,NA,NA
C0105734,NA,NA
C0105735,NA,NA
C0105736,NA,NA
C0105737,NA,NA
C0105738,NA,NA
C0105739,NA,NA
C0105740,NA,NA
C0105741,NA,NA
C0105742,NA,NA
C0105743,NA,NA
C0105744,NA,NA
C0105745,NA,NA
C0105746,NA,NA
C0105747,NA,NA
C0105748,219.72,111.06
C0105749,NA,NA
C0105750,NA,NA
C0105794,NA,NA
C0105804,NA,NA
C0105845,NA,NA
C0105847,NA,NA
C0105848,NA,NA
C0105849,NA,NA
C0105850,NA,NA
C0105851,NA,NA
C0105853,NA,NA
C0105854,NA,NA
C0105855,NA,NA
C0105856,NA,NA
C0105857,NA,NA
C0105858,NA,NA
C0105859,NA,NA
C0105860,NA,NA
C0105861,NA,NA
C0105862,NA,NA
C0105863,NA,NA
C0105864,NA,NA
C0105865,NA,NA
C0105866,NA,NA
C0105867,NA,NA
C0105868,NA,NA
C0105869,NA,NA
C0105870,NA,NA
C0105871,NA,NA
C0105872,NA,NA
