accenumb,campaign,days_to_heading
TS0081,1937-1938,171
TS0088,1937-1938,172
TS0091,1937-1938,170
TS0092,1937-1938,171
TS0094,1937-1938,174
TS0094,1937-1938,172
TS0094,1937-1938,170
TS0095,1937-1938,175
TS0095,1937-1938,174
TS0095,1937-1938,170
TS0098,1937-1938,175
TS0098,1937-1938,174
TS0098,1937-1938,171
TS0098,1937-1938,170
TS0099,1937-1938,174
TS0099,1937-1938,172
TS0099,1937-1938,171
TS0099,1937-1938,170
TS0100,1937-1938,177
TS0100,1937-1938,174
TS0100,1937-1938,170
TS0102,1937-1938,175
TS0102,1937-1938,174
TS0102,1937-1938,172
TS0102,1937-1938,170
TS0111,1937-1938,172
TS0111,1937-1938,170
TS0112,1937-1938,175
TS0112,1937-1938,174
TS0112,1937-1938,170
TS0113,1937-1938,174
TS0113,1937-1938,172
TS0113,1937-1938,171
TS0116,1937-1938,175
TS0116,1937-1938,174
TS0116,1937-1938,170
TS0117,1937-1938,172
TS0117,1937-1938,170
TS0123,1937-1938,175
TS0123,1937-1938,174
TS0123,1937-1938,170
TS0125,1937-1938,168
TS0131,1937-1938,175
TS0131,1937-1938,174
TS0131,1937-1938,172
TS0131,1937-1938,171
TS0131,1937-1938,170
TS0131,1937-1938,168
TS0136,1937-1938,177
TS0136,1937-1938,174
TS0136,1937-1938,172
TS0136,1937-1938,171
TS0136,1937-1938,170
TS0137,1937-1938,177
TS0137,1937-1938,174
TS0137,1937-1938,171
TS0137,1937-1938,170
TS0140,1937-1938,174
TS0140,1937-1938,171
TS0141,1937-1938,177
TS0141,1937-1938,174
TS0141,1937-1938,172
TS0141,1937-1938,171
TS0141,1937-1938,170
TS0142,1937-1938,177
TS0142,1937-1938,174
TS0142,1937-1938,172
TS0142,1937-1938,171
TS0142,1937-1938,170
TS0144,1937-1938,177
TS0144,1937-1938,174
TS0144,1937-1938,172
TS0144,1937-1938,171
TS0144,1937-1938,170
TS0146,1937-1938,177
TS0146,1937-1938,174
TS0146,1937-1938,172
TS0146,1937-1938,171
TS0146,1937-1938,170
TS0148,1937-1938,177
TS0148,1937-1938,174
TS0148,1937-1938,172
TS0148,1937-1938,171
TS0148,1937-1938,170
TS0149,1937-1938,174
TS0149,1937-1938,172
TS0149,1937-1938,171
TS0149,1937-1938,170
TS0152,1937-1938,174
TS0152,1937-1938,172
TS0152,1937-1938,171
TS0152,1937-1938,170
TS0001,1946-1947,176
TS0002,1946-1947,176
TS0004,1946-1947,174
TS0006,1946-1947,173
TS0007,1946-1947,173
TS0013,1946-1947,171
TS0014,1946-1947,175
TS0016,1946-1947,174
TS0019,1946-1947,177
TS0020,1946-1947,174
TS0025,1946-1947,176
TS0026,1946-1947,174
TS0028,1946-1947,169
TS0030,1946-1947,179
TS0001,1947-1948,169
TS0002,1947-1948,170
TS0004,1947-1948,166
TS0006,1947-1948,166
TS0007,1947-1948,166
TS0013,1947-1948,166
TS0014,1947-1948,166
TS0016,1947-1948,169
TS0019,1947-1948,168
TS0020,1947-1948,169
TS0025,1947-1948,169
TS0026,1947-1948,166
TS0028,1947-1948,165
TS0030,1947-1948,165
TS0002,1949-1950,174
TS0004,1949-1950,171
TS0006,1949-1950,174
TS0007,1949-1950,173
TS0013,1949-1950,170
TS0014,1949-1950,173
TS0016,1949-1950,171
TS0019,1949-1950,174
TS0020,1949-1950,171
TS0025,1949-1950,173
TS0026,1949-1950,170
TS0028,1949-1950,168
TS0030,1949-1950,169
TS0032,1949-1950,174
TS0034,1949-1950,171
TS0035,1949-1950,171
TS0036,1949-1950,171
TS0001,1950-1951,182
TS0002,1950-1951,184
TS0004,1950-1951,178
TS0006,1950-1951,180
TS0007,1950-1951,181
TS0013,1950-1951,183
TS0014,1950-1951,179
TS0016,1950-1951,182
TS0019,1950-1951,181
TS0020,1950-1951,180
TS0025,1950-1951,181
TS0026,1950-1951,180
TS0028,1950-1951,179
TS0030,1950-1951,181
TS0032,1950-1951,180
TS0034,1950-1951,180
TS0035,1950-1951,181
TS0036,1950-1951,182
TS0001,1951-1952,177
TS0002,1951-1952,178
TS0004,1951-1952,175
TS0006,1951-1952,175
TS0007,1951-1952,178
TS0013,1951-1952,174
TS0014,1951-1952,177
TS0016,1951-1952,177
TS0019,1951-1952,178
TS0020,1951-1952,175
TS0025,1951-1952,179
TS0026,1951-1952,179
TS0028,1951-1952,174
TS0030,1951-1952,177
TS0032,1951-1952,176
TS0034,1951-1952,178
TS0035,1951-1952,178
TS0036,1951-1952,179
TS1143,1951-1952,158
TS1201,1951-1952,161
TS1201,1951-1952,164
TS1201,1951-1952,162
TS1201,1951-1952,160
TS1201,1951-1952,157
TS1202,1951-1952,161
TS1202,1951-1952,164
TS1202,1951-1952,163
TS1202,1951-1952,162
TS1202,1951-1952,160
TS1202,1951-1952,157
TS1256,1951-1952,162
TS1256,1951-1952,160
TS1286,1951-1952,161
TS1286,1951-1952,164
TS1286,1951-1952,163
TS1286,1951-1952,160
TS1286,1951-1952,159
TS1286,1951-1952,158
TS1288,1951-1952,161
TS1288,1951-1952,164
TS1288,1951-1952,163
TS1288,1951-1952,162
TS1288,1951-1952,160
TS1289,1951-1952,161
TS1289,1951-1952,164
TS1289,1951-1952,163
TS1289,1951-1952,160
TS1289,1951-1952,154
TS1297,1951-1952,161
TS1297,1951-1952,163
TS1297,1951-1952,160
TS1297,1951-1952,159
TS1297,1951-1952,158
TS1297,1951-1952,154
TS1303,1951-1952,161
TS1303,1951-1952,160
TS1303,1951-1952,159
TS1303,1951-1952,158
TS1307,1951-1952,161
TS1307,1951-1952,162
TS1307,1951-1952,160
TS1307,1951-1952,155
TS1316,1951-1952,161
TS1316,1951-1952,162
TS1316,1951-1952,159
TS1316,1951-1952,158
TS0001,1952-1953,179
TS0002,1952-1953,178
TS0004,1952-1953,175
TS0006,1952-1953,179
TS0007,1952-1953,175
TS0013,1952-1953,174
TS0014,1952-1953,175
TS0016,1952-1953,174
TS0019,1952-1953,175
TS0020,1952-1953,174
TS0025,1952-1953,179
TS0026,1952-1953,175
TS0028,1952-1953,173
TS0030,1952-1953,178
TS0032,1952-1953,178
TS0034,1952-1953,179
TS0035,1952-1953,178
TS0036,1952-1953,177
TS0001,1953-1954,184
TS0002,1953-1954,181
TS0004,1953-1954,179
TS0006,1953-1954,179
TS0007,1953-1954,179
TS0013,1953-1954,180
TS0014,1953-1954,180
TS0016,1953-1954,180
TS0019,1953-1954,183
TS0020,1953-1954,179
TS0025,1953-1954,181
TS0026,1953-1954,180
TS0028,1953-1954,176
TS0030,1953-1954,180
TS0032,1953-1954,179
TS0034,1953-1954,180
TS0035,1953-1954,181
TS0036,1953-1954,184
TS0001,1954-1955,182
TS0002,1954-1955,182
TS0004,1954-1955,179
TS0006,1954-1955,179
TS0007,1954-1955,179
TS0013,1954-1955,179
TS0014,1954-1955,179
TS0016,1954-1955,180
TS0019,1954-1955,181
TS0020,1954-1955,179
TS0026,1954-1955,178
TS0028,1954-1955,175
TS0030,1954-1955,178
TS0032,1954-1955,180
TS0034,1954-1955,180
TS0035,1954-1955,183
TS0001,1957-1958,186
TS0002,1957-1958,180
TS0004,1957-1958,178
TS0006,1957-1958,181
TS0007,1957-1958,181
TS0013,1957-1958,180
TS0014,1957-1958,182
TS0016,1957-1958,183
TS0019,1957-1958,182
TS0020,1957-1958,180
TS0025,1957-1958,184
TS0026,1957-1958,177
TS0028,1957-1958,182
TS0030,1957-1958,181
TS0032,1957-1958,184
TS0034,1957-1958,180
TS0035,1957-1958,185
TS0036,1957-1958,191
TS0073,1957-1958,162
TS0076,1957-1958,166
TS0078,1957-1958,162
TS0079,1957-1958,162
TS0081,1957-1958,166
TS0081,1957-1958,164
TS0081,1957-1958,163
TS0081,1957-1958,162
TS0081,1957-1958,160
TS0084,1957-1958,166
TS0084,1957-1958,164
TS0084,1957-1958,162
TS0084,1957-1958,160
TS0088,1957-1958,168
TS0088,1957-1958,166
TS0088,1957-1958,165
TS0088,1957-1958,161
TS0088,1957-1958,160
TS0091,1957-1958,164
TS0091,1957-1958,163
TS0091,1957-1958,162
TS0091,1957-1958,161
TS0091,1957-1958,160
TS0092,1957-1958,165
TS0092,1957-1958,163
TS0092,1957-1958,162
TS0092,1957-1958,161
TS0094,1957-1958,166
TS0094,1957-1958,165
TS0094,1957-1958,164
TS0095,1957-1958,166
TS0095,1957-1958,165
TS0095,1957-1958,164
TS0095,1957-1958,162
TS0098,1957-1958,166
TS0098,1957-1958,165
TS0098,1957-1958,164
TS0098,1957-1958,162
TS0099,1957-1958,166
TS0099,1957-1958,165
TS0099,1957-1958,164
TS0100,1957-1958,166
TS0100,1957-1958,165
TS0100,1957-1958,164
TS0100,1957-1958,162
TS0102,1957-1958,167
TS0102,1957-1958,166
TS0102,1957-1958,165
TS0102,1957-1958,164
TS0102,1957-1958,162
TS0111,1957-1958,166
TS0111,1957-1958,164
TS0112,1957-1958,166
TS0112,1957-1958,165
TS0112,1957-1958,164
TS0112,1957-1958,162
TS0113,1957-1958,166
TS0113,1957-1958,165
TS0113,1957-1958,164
TS0116,1957-1958,166
TS0116,1957-1958,165
TS0116,1957-1958,163
TS0116,1957-1958,162
TS0116,1957-1958,160
TS0117,1957-1958,167
TS0117,1957-1958,166
TS0117,1957-1958,165
TS0117,1957-1958,163
TS0117,1957-1958,162
TS0117,1957-1958,161
TS0117,1957-1958,160
TS0121,1957-1958,166
TS0121,1957-1958,165
TS0121,1957-1958,164
TS0121,1957-1958,163
TS0121,1957-1958,162
TS0121,1957-1958,160
TS0123,1957-1958,166
TS0123,1957-1958,165
TS0123,1957-1958,164
TS0123,1957-1958,162
TS0125,1957-1958,166
TS0125,1957-1958,165
TS0125,1957-1958,164
TS0125,1957-1958,163
TS0125,1957-1958,162
TS0125,1957-1958,160
TS0131,1957-1958,167
TS0131,1957-1958,166
TS0131,1957-1958,164
TS0136,1957-1958,169
TS0136,1957-1958,166
TS0136,1957-1958,165
TS0136,1957-1958,164
TS0136,1957-1958,162
TS0136,1957-1958,161
TS0137,1957-1958,169
TS0137,1957-1958,165
TS0137,1957-1958,162
TS0137,1957-1958,161
TS0140,1957-1958,164
TS0140,1957-1958,160
TS0141,1957-1958,166
TS0141,1957-1958,165
TS0141,1957-1958,164
TS0141,1957-1958,162
TS0141,1957-1958,160
TS0142,1957-1958,165
TS0142,1957-1958,164
TS0144,1957-1958,165
TS0144,1957-1958,162
TS0144,1957-1958,160
TS0146,1957-1958,165
TS0146,1957-1958,160
TS0148,1957-1958,165
TS0148,1957-1958,160
TS0149,1957-1958,165
TS0149,1957-1958,164
TS0149,1957-1958,163
TS0152,1957-1958,165
TS0152,1957-1958,164
TS0152,1957-1958,163
TS0152,1957-1958,162
TS0155,1958-1959,158
TS0156,1958-1959,156
TS0157,1958-1959,159
TS0159,1958-1959,155
TS0160,1958-1959,158
TS0164,1958-1959,159
TS0166,1958-1959,157
TS0172,1958-1959,159
TS0174,1958-1959,155
TS0177,1958-1959,156
TS0178,1958-1959,154
TS0179,1958-1959,157
TS0180,1958-1959,156
TS0181,1958-1959,158
TS0183,1958-1959,156
TS0225,1958-1959,160
TS0225,1958-1959,158
TS0225,1958-1959,157
TS0225,1958-1959,156
TS0225,1958-1959,155
TS0241,1958-1959,158
TS0241,1958-1959,156
TS0241,1958-1959,155
TS0241,1958-1959,154
TS0241,1958-1959,152
TS0242,1958-1959,158
TS0242,1958-1959,157
TS0242,1958-1959,156
TS0242,1958-1959,155
TS0242,1958-1959,154
TS0258,1958-1959,156
TS0258,1958-1959,155
TS0258,1958-1959,154
TS0265,1958-1959,158
TS0265,1958-1959,157
TS0265,1958-1959,156
TS0286,1958-1959,157
TS0286,1958-1959,156
TS0286,1958-1959,155
TS0286,1958-1959,153
TS0288,1958-1959,160
TS0288,1958-1959,157
TS0288,1958-1959,156
TS0288,1958-1959,155
TS0289,1958-1959,160
TS0289,1958-1959,159
TS0289,1958-1959,158
TS0289,1958-1959,156
TS0289,1958-1959,152
TS0294,1958-1959,162
TS0294,1958-1959,159
TS0294,1958-1959,158
TS0294,1958-1959,157
TS0294,1958-1959,156
TS0294,1958-1959,155
TS0294,1958-1959,152
TS0310,1958-1959,159
TS0310,1958-1959,158
TS0310,1958-1959,157
TS0310,1958-1959,156
TS0310,1958-1959,155
TS0310,1958-1959,153
TS0325,1958-1959,159
TS0325,1958-1959,158
TS0325,1958-1959,157
TS0325,1958-1959,156
TS0325,1958-1959,153
TS0337,1958-1959,160
TS0337,1958-1959,159
TS0337,1958-1959,158
TS0337,1958-1959,156
TS0337,1958-1959,155
TS0347,1958-1959,160
TS0347,1958-1959,159
TS0347,1958-1959,158
TS0347,1958-1959,156
TS0347,1958-1959,155
TS0347,1958-1959,153
TS0350,1958-1959,160
TS0350,1958-1959,159
TS0350,1958-1959,158
TS0350,1958-1959,156
TS0350,1958-1959,155
TS0371,1958-1959,160
TS0371,1958-1959,159
TS0371,1958-1959,158
TS0371,1958-1959,157
TS0371,1958-1959,156
TS0371,1958-1959,155
TS0371,1958-1959,154
TS0380,1958-1959,159
TS0380,1958-1959,158
TS0380,1958-1959,156
TS0380,1958-1959,155
TS0380,1958-1959,154
TS0431,1958-1959,159
TS0431,1958-1959,158
TS0431,1958-1959,156
TS0431,1958-1959,155
TS0436,1958-1959,160
TS0436,1958-1959,159
TS0436,1958-1959,158
TS0436,1958-1959,156
TS0436,1958-1959,155
TS0437,1958-1959,159
TS0437,1958-1959,157
TS0437,1958-1959,156
TS0437,1958-1959,155
TS0439,1958-1959,160
TS0439,1958-1959,158
TS0439,1958-1959,156
TS0439,1958-1959,155
TS0461,1958-1959,159
TS0461,1958-1959,158
TS0461,1958-1959,157
TS0461,1958-1959,156
TS0483,1958-1959,160
TS0483,1958-1959,159
TS0483,1958-1959,158
TS0483,1958-1959,156
TS0483,1958-1959,155
TS0498,1958-1959,160
TS0498,1958-1959,159
TS0498,1958-1959,158
TS0498,1958-1959,156
TS0498,1958-1959,154
TS0499,1958-1959,158
TS0499,1958-1959,157
TS0499,1958-1959,156
TS0509,1958-1959,162
TS0509,1958-1959,158
TS0509,1958-1959,156
TS0535,1958-1959,155
TS0553,1958-1959,158
TS0555,1958-1959,157
TS0574,1958-1959,160
TS0574,1958-1959,159
TS0574,1958-1959,158
TS0574,1958-1959,157
TS0574,1958-1959,156
TS0574,1958-1959,155
TS0577,1958-1959,160
TS0577,1958-1959,159
TS0577,1958-1959,158
TS0577,1958-1959,157
TS0577,1958-1959,156
TS0577,1958-1959,155
TS0578,1958-1959,159
TS0578,1958-1959,158
TS0578,1958-1959,157
TS0578,1958-1959,156
TS0578,1958-1959,155
TS0579,1958-1959,159
TS0579,1958-1959,158
TS0579,1958-1959,156
TS0579,1958-1959,155
TS0580,1958-1959,159
TS0580,1958-1959,157
TS0580,1958-1959,156
TS0580,1958-1959,155
TS0587,1958-1959,159
TS0587,1958-1959,158
TS0587,1958-1959,157
TS0587,1958-1959,156
TS0587,1958-1959,155
TS0622,1958-1959,159
TS0622,1958-1959,158
TS0622,1958-1959,157
TS0622,1958-1959,156
TS0622,1958-1959,155
TS0623,1958-1959,160
TS0623,1958-1959,159
TS0623,1958-1959,158
TS0623,1958-1959,156
TS0623,1958-1959,155
TS0634,1958-1959,160
TS0634,1958-1959,159
TS0634,1958-1959,158
TS0634,1958-1959,157
TS0634,1958-1959,155
TS0635,1958-1959,159
TS0635,1958-1959,158
TS0635,1958-1959,157
TS0635,1958-1959,155
TS0638,1958-1959,159
TS0638,1958-1959,158
TS0638,1958-1959,156
TS0645,1958-1959,162
TS0645,1958-1959,159
TS0645,1958-1959,157
TS0645,1958-1959,156
TS0645,1958-1959,155
TS0646,1958-1959,162
TS0646,1958-1959,159
TS0646,1958-1959,157
TS0646,1958-1959,156
TS0655,1958-1959,164
TS0655,1958-1959,162
TS0655,1958-1959,160
TS0655,1958-1959,159
TS0942,1958-1959,162
TS0942,1958-1959,159
TS0942,1958-1959,158
TS0942,1958-1959,157
TS0942,1958-1959,156
TS0942,1958-1959,155
TS1527,1958-1959,158
TS1543,1958-1959,156
TS1547,1958-1959,156
TS1548,1958-1959,156
TS1549,1958-1959,158
TS1571,1958-1959,156
TS1573,1958-1959,160
TS1586,1958-1959,160
TS1586,1958-1959,159
TS1586,1958-1959,158
TS1586,1958-1959,157
TS1586,1958-1959,156
TS1592,1958-1959,160
TS1592,1958-1959,159
TS1592,1958-1959,158
TS1593,1958-1959,159
TS1593,1958-1959,158
TS1593,1958-1959,157
TS1593,1958-1959,156
TS1593,1958-1959,155
TS1594,1958-1959,159
TS1594,1958-1959,158
TS1594,1958-1959,156
TS1594,1958-1959,155
TS1600,1958-1959,160
TS1600,1958-1959,159
TS1600,1958-1959,158
TS1600,1958-1959,156
TS1600,1958-1959,155
TS1603,1958-1959,160
TS1603,1958-1959,159
TS1603,1958-1959,158
TS1603,1958-1959,156
TS1603,1958-1959,155
TS1614,1958-1959,160
TS1614,1958-1959,159
TS1614,1958-1959,158
TS1614,1958-1959,157
TS1614,1958-1959,156
TS1616,1958-1959,160
TS1616,1958-1959,159
TS1616,1958-1959,158
TS1616,1958-1959,157
TS1616,1958-1959,156
TS1616,1958-1959,155
TS1630,1958-1959,159
TS1630,1958-1959,158
TS1630,1958-1959,157
TS1630,1958-1959,156
TS1635,1958-1959,160
TS1635,1958-1959,159
TS1635,1958-1959,158
TS1635,1958-1959,157
TS1635,1958-1959,156
TS1638,1958-1959,160
TS1638,1958-1959,159
TS1638,1958-1959,158
TS1638,1958-1959,156
TS1639,1958-1959,160
TS1639,1958-1959,159
TS1639,1958-1959,158
TS1639,1958-1959,157
TS1639,1958-1959,156
TS1656,1958-1959,159
TS1656,1958-1959,158
TS1656,1958-1959,156
TS1657,1958-1959,159
TS1657,1958-1959,158
TS1657,1958-1959,157
TS1657,1958-1959,156
TS1657,1958-1959,155
TS1663,1958-1959,159
TS1663,1958-1959,158
TS1663,1958-1959,157
TS1663,1958-1959,156
TS1663,1958-1959,155
TS1664,1958-1959,159
TS1664,1958-1959,158
TS1664,1958-1959,157
TS1664,1958-1959,156
TS1699,1958-1959,159
TS1699,1958-1959,158
TS1699,1958-1959,156
TS1700,1958-1959,159
TS1700,1958-1959,158
TS1700,1958-1959,156
TS1702,1958-1959,160
TS1702,1958-1959,159
TS1702,1958-1959,158
TS1702,1958-1959,156
TS1705,1958-1959,160
TS1705,1958-1959,159
TS1705,1958-1959,158
TS1705,1958-1959,156
TS1705,1958-1959,155
TS1722,1958-1959,159
TS1722,1958-1959,158
TS1722,1958-1959,157
TS1722,1958-1959,156
TS1722,1958-1959,155
TS1723,1958-1959,160
TS1723,1958-1959,159
TS1723,1958-1959,158
TS1723,1958-1959,156
TS1723,1958-1959,155
TS1732,1958-1959,160
TS1732,1958-1959,158
TS1732,1958-1959,156
TS1732,1958-1959,155
TS1745,1958-1959,159
TS1745,1958-1959,158
TS1745,1958-1959,156
TS1745,1958-1959,155
TS1746,1958-1959,160
TS1746,1958-1959,159
TS1746,1958-1959,158
TS1746,1958-1959,155
TS1763,1958-1959,160
TS1763,1958-1959,159
TS1763,1958-1959,158
TS1763,1958-1959,157
TS1764,1958-1959,160
TS1764,1958-1959,159
TS1764,1958-1959,158
TS1764,1958-1959,156
TS1765,1958-1959,160
TS1765,1958-1959,159
TS1765,1958-1959,158
TS1770,1958-1959,160
TS1770,1958-1959,158
TS1770,1958-1959,157
TS1770,1958-1959,156
TS1772,1958-1959,160
TS1772,1958-1959,159
TS1772,1958-1959,158
TS1772,1958-1959,156
TS1778,1958-1959,160
TS1778,1958-1959,159
TS1778,1958-1959,158
TS1778,1958-1959,156
TS1779,1958-1959,160
TS1779,1958-1959,159
TS1779,1958-1959,158
TS1779,1958-1959,156
TS1792,1958-1959,160
TS1792,1958-1959,159
TS1792,1958-1959,158
TS1793,1958-1959,160
TS1793,1958-1959,159
TS1793,1958-1959,158
TS1796,1958-1959,159
TS1796,1958-1959,158
TS1796,1958-1959,156
TS1808,1958-1959,160
TS1808,1958-1959,159
TS1808,1958-1959,158
TS1808,1958-1959,156
TS1809,1958-1959,160
TS1809,1958-1959,159
TS1809,1958-1959,158
TS1817,1958-1959,160
TS1817,1958-1959,159
TS1817,1958-1959,158
TS1817,1958-1959,157
TS1821,1958-1959,160
TS1821,1958-1959,159
TS1821,1958-1959,158
TS1821,1958-1959,157
TS1822,1958-1959,160
TS1822,1958-1959,159
TS1822,1958-1959,158
TS1822,1958-1959,157
TS1825,1958-1959,160
TS1825,1958-1959,159
TS1825,1958-1959,158
TS1825,1958-1959,156
TS1826,1958-1959,160
TS1826,1958-1959,159
TS1826,1958-1959,158
TS1827,1958-1959,160
TS1827,1958-1959,159
TS1827,1958-1959,158
TS1827,1958-1959,157
TS1830,1958-1959,160
TS1830,1958-1959,159
TS1830,1958-1959,158
TS1830,1958-1959,156
TS1831,1958-1959,160
TS1831,1958-1959,159
TS1831,1958-1959,158
TS1842,1958-1959,160
TS1842,1958-1959,159
TS1842,1958-1959,158
TS1842,1958-1959,156
TS1843,1958-1959,160
TS1843,1958-1959,159
TS1843,1958-1959,158
TS1843,1958-1959,157
TS1843,1958-1959,156
TS1845,1958-1959,159
